,time,weekday,mood,circumplex.arousal,circumplex.valence,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather
0,2014-03-14 09:00:00,4,7.0,-2.0,1.0,,1751.5130004882817,0.0,0.0,239.019,484.337,139.808,0.0,0.0,0.0,925.248,375.34900000000005,0.0,0.0,0.0,
1,2014-03-14 12:00:00,4,8.0,1.0,1.0,,1473.9199993610378,0.0,0.0,525.404,1012.9190000000001,0.0,0.0,0.0,0.0,36.754,109.821,0.0,0.0,0.0,
2,2014-03-14 15:00:00,4,7.0,0.0,2.0,,341.6390001773836,0.0,0.0,0.0,2596.646,0.0,0.0,0.0,0.0,90.50500000000001,0.0,0.0,0.0,0.0,
3,2014-03-14 18:00:00,4,7.0,-1.0,0.0,,2093.604000806808,0.0,1.0,458.34499999999997,895.5820000000001,33.804,0.0,0.0,0.0,120.583,242.38400000000001,348.149,0.0,0.0,
4,2014-03-14 21:00:00,4,8.0,2.0,2.0,,911.403000593185,0.0,2.0,168.67700000000002,82.47300000000001,0.0,0.0,0.0,0.0,199.924,140.35399999999998,317.40200000000004,0.0,0.0,
5,2014-03-15 09:00:00,5,9.0,-1.0,2.0,,2862.233999490739,0.0,1.0,501.562,52.38,503.77099999999996,0.0,0.0,0.0,692.249,515.901,2196.864,0.0,0.0,
6,2014-03-15 12:00:00,5,7.0,-2.0,0.0,,77.37099981307989,0.0,0.0,0.0,51.047999999999995,0.0,0.0,0.0,0.0,23.264,3.05,0.0,0.0,0.0,
7,2014-03-15 15:00:00,5,6.0,1.0,0.0,,1375.9570000171666,0.0,2.0,1948.298,566.513,70.19800000000001,0.0,0.0,0.0,159.90600000000003,219.72499999999997,0.0,0.0,0.0,
8,2014-03-15 18:00:00,5,8.0,1.0,1.0,,398.47500014305143,0.0,0.0,41.883,887.534,82.475,0.0,0.0,0.0,141.505,0.0,0.0,0.0,0.0,
9,2014-03-15 21:00:00,5,7.0,1.0,1.0,,727.8979992866523,0.0,0.0,0.0,1360.477,14.606000000000002,0.0,0.0,0.0,24.253,16.387,0.0,0.0,0.0,
10,2014-03-16 09:00:00,6,7.0,0.0,0.0,,2024.4800002574916,0.0,0.0,23.323999999999995,788.8159999999999,0.0,0.0,0.0,0.0,532.109,55.197,0.0,141.978,0.0,
11,2014-03-16 12:00:00,6,7.0,-2.0,1.0,,89.42200016975407,0.0,0.0,3.051,29.876,0.0,0.0,0.0,0.0,34.732,27.409,0.0,0.0,0.0,
12,2014-03-16 15:00:00,6,6.0,-1.0,0.0,,583.9630000591266,0.0,0.0,8.307,4.029,0.0,0.0,0.0,0.0,534.98,36.233,0.0,0.0,0.0,
13,2014-03-16 18:00:00,6,6.0,-1.0,0.0,,464.79399967193615,0.0,0.0,0.0,159.123,0.0,0.0,0.0,0.0,233.652,71.876,0.0,0.0,0.0,
14,2014-03-16 21:00:00,6,6.0,-2.0,0.0,,266.610000133514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.814,0.0,0.0,0.0,0.0,
15,2014-03-17 09:00:00,0,7.0,1.0,0.0,,2212.3099989891043,0.0,0.0,118.412,253.944,37.964,0.0,0.0,0.0,1199.236,435.68000000000006,0.0,0.0,0.0,
16,2014-03-17 12:00:00,0,6.0,-2.0,0.0,,711.7649993896484,0.0,0.0,403.025,18.221,0.0,0.0,0.0,0.0,283.38300000000004,6.084,0.0,0.0,0.0,
17,2014-03-17 15:00:00,0,7.0,1.0,1.0,,1511.0589997768395,0.0,0.0,416.628,686.105,0.0,0.0,0.0,0.0,104.926,86.83600000000001,236.14800000000002,0.0,12.518,
18,2014-03-17 18:00:00,0,7.0,1.0,1.0,,393.8779997825625,0.0,0.0,183.059,32.738,0.0,0.0,0.0,0.0,177.81599999999997,0.0,0.0,0.0,0.0,
19,2014-03-17 21:00:00,0,6.0,1.0,1.0,,169.65700006484988,0.0,0.0,0.0,58.256,0.0,0.0,0.0,0.0,113.58200000000001,92.816,0.0,0.0,0.0,
20,2014-03-18 09:00:00,1,7.0,-1.0,1.0,,619.1669993400571,0.0,0.0,24.44,0.0,0.0,0.0,0.0,0.0,218.356,375.79799999999994,0.0,0.0,0.0,
21,2014-03-18 12:00:00,1,7.0,-2.0,0.0,,1564.5920000076298,0.0,0.0,532.0100000000001,228.74099999999999,2464.328,0.0,0.0,0.0,438.90599999999995,214.30700000000002,0.0,0.0,0.0,
22,2014-03-18 15:00:00,1,8.0,1.0,1.0,,107.82899975776667,0.0,0.0,0.0,4959.164,0.0,0.0,0.0,0.0,11.054,0.0,0.0,0.0,0.0,
23,2014-03-18 18:00:00,1,7.0,0.0,1.0,,366.88299989700323,0.0,0.0,0.0,603.976,0.0,0.0,0.0,0.0,15.387,0.0,0.0,0.0,0.0,
24,2014-03-18 21:00:00,1,6.0,-1.0,1.0,,283.72399973869346,0.0,0.0,0.0,41.335,0.0,0.0,0.0,0.0,291.216,0.0,0.0,0.0,0.0,
25,2014-03-19 09:00:00,2,7.0,1.0,1.0,,1252.8769993782046,0.0,0.0,10.053,71.167,116.082,0.0,0.0,0.0,197.055,214.60500000000002,0.0,0.0,0.0,
26,2014-03-19 12:00:00,2,8.0,1.0,1.0,,3592.1530003547714,0.0,0.0,0.0,3398.068,0.0,0.0,0.0,0.0,218.59199999999998,0.0,0.0,0.0,0.0,
27,2014-03-19 15:00:00,2,8.0,-1.0,2.0,,590.6989996433258,0.0,0.0,701.213,52.254000000000005,0.0,0.0,0.0,0.0,147.86700000000002,142.11699999999996,0.0,0.0,0.0,
28,2014-03-19 18:00:00,2,8.0,-1.0,1.0,,7074.669999361044,0.0,0.0,49.792,4846.164,0.0,0.0,0.0,0.0,131.56,5.201,0.0,0.0,0.0,
29,2014-03-19 21:00:00,2,8.0,-1.0,1.0,,1222.5120000839233,0.0,0.0,0.0,1222.661,0.0,0.0,0.0,0.0,2243.235,0.0,0.0,0.0,0.0,
30,2014-03-20 09:00:00,3,7.0,1.0,1.0,,2000.8449995517751,0.0,0.0,57.64,435.64699999999993,1012.776,0.0,0.0,0.0,1305.3509999999999,393.653,0.0,0.0,0.0,
31,2014-03-20 12:00:00,3,8.0,2.0,1.0,0.705882352941177,676.3750000000005,0.0,0.0,296.855,373.409,30.136,0.0,0.0,0.0,27.329,56.794,0.0,0.0,0.0,
32,2014-03-20 15:00:00,3,8.0,-1.0,1.0,0.230769230769231,1003.0429995059969,0.0,0.0,0.0,837.46,146.117,0.0,0.0,0.0,16.807,0.0,0.0,0.0,0.0,
33,2014-03-20 18:00:00,3,8.0,1.0,1.0,0.111111111111111,5717.687000274659,0.0,0.0,137.195,5420.364,0.0,0.0,0.0,0.0,543.496,34.691,0.0,0.0,0.0,
34,2014-03-20 21:00:00,3,3.0,1.0,-2.0,0.375,571.4639995098119,0.0,0.0,0.0,515.62,398.667,0.0,0.0,0.0,12.614,0.0,0.0,0.0,0.0,
35,2014-03-21 09:00:00,4,5.0,1.0,0.0,,2699.0829997062688,0.0,0.0,8.197999999999999,1900.638,652.086,0.0,0.0,0.0,14.619,61.153999999999996,10.708,0.0,0.0,
36,2014-03-21 12:00:00,4,4.0,2.0,-1.0,0.0833333333333333,477.9129993915562,0.0,2.0,99.83099999999999,3703.342,43.214,0.0,0.0,0.0,17.81,0.0,0.0,0.0,0.0,
37,2014-03-21 15:00:00,4,2.0,2.0,-2.0,0.0,4001.33299970627,0.0,0.0,2.031,3947.833,0.0,0.0,0.0,0.0,15.440000000000001,33.525,0.0,0.0,0.0,
38,2014-03-21 18:00:00,4,9.0,-1.0,2.0,0.132352941176471,3771.105999469757,0.0,0.0,0.0,3752.803,0.0,0.0,0.0,0.0,15.279,0.0,0.0,0.0,0.0,
39,2014-03-21 21:00:00,4,8.0,-1.0,2.0,0.0,83.46800017356867,0.0,0.0,0.0,13.056999999999999,0.0,0.0,0.0,0.0,41.966,27.799999999999997,0.0,0.0,0.0,
40,2014-03-22 09:00:00,5,9.0,1.0,2.0,0.0,3860.682999610899,0.0,0.0,34.066,2487.236,1138.98,0.0,0.0,0.0,19.368,150.92899999999997,36.298,0.0,0.0,
41,2014-03-22 12:00:00,5,8.0,1.0,1.0,0.142857142857143,4569.371999502181,0.0,0.0,314.279,3860.7670000000003,256.385,0.0,0.0,0.0,42.081,149.91,0.0,0.0,0.0,
42,2014-03-22 15:00:00,5,9.0,1.0,2.0,0.0,2474.0219991207114,0.0,0.0,330.056,652.9110000000001,1061.885,0.0,0.0,0.0,70.747,180.77499999999998,0.0,0.0,0.0,
43,2014-03-22 18:00:00,5,8.0,1.0,2.0,0.19047619047619,2342.2360007762904,0.0,0.0,196.137,1977.1509999999998,32.326,0.0,0.0,0.0,102.164,114.072,0.0,0.0,0.0,
44,2014-03-22 21:00:00,5,9.0,2.0,2.0,,491.8580002784729,0.0,0.0,3.008,270.228,95.68800000000002,0.0,0.0,0.0,19.346999999999998,102.861,0.0,0.0,0.0,
45,2014-03-23 09:00:00,6,8.0,2.0,1.0,,2378.682000637054,0.0,2.0,436.48299999999995,1040.538,637.0459999999999,0.0,0.0,0.0,121.51199999999999,138.769,0.0,0.0,0.0,
46,2014-03-23 12:00:00,6,6.0,2.0,0.0,0.0,1391.233000516891,0.0,0.0,22.165,1353.297,0.0,0.0,0.0,0.0,14.31,0.0,0.0,0.0,0.0,
47,2014-03-23 15:00:00,6,7.0,2.0,1.0,0.178571428571429,2332.8639998435965,0.0,0.0,6.626,2044.673,0.0,0.0,0.0,0.0,261.571,0.0,0.0,19.359,0.0,
48,2014-03-23 18:00:00,6,7.0,1.0,1.0,0.0,449.02499938011135,0.0,0.0,0.0,380.0709999999999,53.383,0.0,0.0,0.0,14.607,0.0,0.0,0.0,0.0,
