,time,weekday,mood,circumplex.arousal,circumplex.valence,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather
0,2014-03-16 18:00:00,6,7.0,0.0,1.0,,350.10000038146967,0.0,0.0,66.84100000000001,306.75,0.0,0.0,0.0,0.0,18.19,0.0,0.0,0.0,0.0,
1,2014-03-16 21:00:00,6,6.0,-1.0,0.0,,396.21499967575056,0.0,0.0,49.492,2093.352,0.0,0.0,0.0,0.0,30.135,39.985,0.0,0.0,0.0,
2,2014-03-17 09:00:00,0,6.0,1.0,-1.0,,1430.4449994564043,2.0,0.0,413.428,1423.2939999999999,0.0,0.0,0.0,0.0,33.962,25.311000000000003,0.0,0.0,0.0,
3,2014-03-17 12:00:00,0,7.0,0.0,1.0,,4095.318000316619,0.0,0.0,45.389,880.4540000000001,0.0,0.0,0.0,0.0,16.168,0.0,0.0,0.0,0.0,
4,2014-03-17 18:00:00,0,8.0,2.0,1.0,,1996.4550001621242,2.0,0.0,773.9889999999999,1626.0230000000001,0.0,0.0,0.0,0.0,8.135,75.705,0.0,0.0,0.0,
5,2014-03-17 22:00:00,0,5.0,-1.0,-1.0,0.145299145299145,1147.682000637054,2.0,0.0,160.19299999999998,857.1230000000002,320.024,0.0,0.0,0.0,70.61599999999999,22.79,0.0,0.0,0.0,
6,2014-03-18 09:00:00,1,7.0,1.0,1.0,0.087719298245614,3463.9830000400516,6.0,0.0,485.46399999999994,766.2429999999999,2191.154,0.0,0.0,0.0,8.78,4.533,0.0,0.0,0.0,
7,2014-03-18 12:00:00,1,8.0,1.0,1.0,0.38135593220339,1342.4340012073521,0.0,0.0,62.743,1195.2910000000002,0.0,0.0,0.0,0.0,23.603,56.604,0.0,0.0,0.0,
8,2014-03-18 15:00:00,1,8.0,0.0,1.0,0.216981132075472,710.634000301361,8.0,1.0,262.86400000000003,1307.632,0.0,0.0,0.0,0.0,19.57,93.55699999999999,0.0,0.0,0.0,
9,2014-03-18 20:00:00,1,8.0,1.0,1.0,0.778761061946903,1187.5079994201658,1.0,0.0,1856.9809999999998,640.27,88.943,0.0,0.0,0.0,12.188,42.13499999999999,0.0,0.0,0.0,
