,time,weekday,mood,circumplex.arousal,circumplex.valence,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather
0,2014-03-15 10:00:00,5,8.0,-1.0,2.0,,4306.1799986362485,3.0,0.0,180.644,3182.0,292.9920000000001,0.0,0.0,0.0,176.79,468.64899999999994,0.0,0.0,0.0,
1,2014-03-15 12:00:00,5,7.0,0.0,1.0,,2530.5459997653993,0.0,0.0,497.688,1181.423,114.36500000000001,0.0,0.0,0.0,40.207,683.573,0.0,11.075999999999999,0.0,
2,2014-03-15 15:00:00,5,6.0,-1.0,1.0,,1740.0520002841943,3.0,0.0,130.712,1294.415,1552.8490000000002,0.0,0.0,0.0,40.249,0.0,0.0,100.495,24.113,
3,2014-03-15 18:00:00,5,7.0,1.0,1.0,,2566.315999984741,0.0,0.0,134.223,2161.021,158.90399999999997,0.0,0.0,0.0,30.435000000000002,0.0,0.0,71.18,9.146,
4,2014-03-15 21:00:00,5,6.0,-1.0,0.0,,1840.799000263214,0.0,0.0,35.186,1668.596,92.36,0.0,0.0,0.0,30.900000000000002,0.0,0.0,4.126,8.058,
5,2014-03-16 12:00:00,6,5.0,1.0,-1.0,,382.14299964904785,0.0,0.0,7.689,137.28300000000002,202.841,0.0,0.0,0.0,33.14,0.0,0.0,0.0,0.0,
6,2014-03-16 15:00:00,6,6.0,-2.0,0.0,,1308.0689995288847,2.0,0.0,341.4630000000001,529.7379999999999,399.7759999999999,0.0,0.0,0.0,35.241,0.0,0.0,0.0,0.0,
7,2014-03-16 21:00:00,6,7.0,1.0,0.0,,2279.6419997215276,1.0,0.0,25.497,2097.0870000000004,49.291000000000004,0.0,0.0,0.0,28.174,0.0,0.0,55.344,22.33,
8,2014-03-17 09:00:00,0,6.0,-1.0,0.0,,2217.1960005760175,0.0,0.0,45.048,1542.167,598.61,0.0,0.0,0.0,25.27,0.0,0.0,0.0,6.043,
9,2014-03-17 12:00:00,0,5.0,-1.0,0.0,,153.50200009346003,0.0,0.0,35.327000000000005,37.668,19.149,0.0,0.0,0.0,61.141999999999996,0.0,0.0,0.0,0.0,
10,2014-03-17 15:00:00,0,4.0,-2.0,-1.0,,126.74599981307992,0.0,0.0,6.093,79.655,21.466,0.0,0.0,0.0,18.273,0.0,0.0,0.0,0.0,
11,2014-03-17 18:00:00,0,6.0,-1.0,0.0,0.296296296296296,899.138000488281,0.0,1.0,17.29,603.546,241.144,0.0,0.0,0.0,20.803,0.0,0.0,7.0680000000000005,7.073,
12,2014-03-17 21:00:00,0,8.0,2.0,2.0,0.134453781512605,1318.5100002288818,0.0,1.0,747.9110000000001,214.766,280.931,0.0,0.0,0.0,25.321,0.0,0.0,0.0,0.0,
13,2014-03-18 09:00:00,1,7.0,0.0,1.0,0.0086206896551724,2652.1920001506815,0.0,0.0,14.123999999999999,2321.1809999999996,268.428,0.0,0.0,0.0,22.733,0.0,0.0,0.0,23.405,
14,2014-03-18 12:00:00,1,7.0,0.0,1.0,0.0267857142857143,413.31400012969925,0.0,0.0,36.784,364.019,0.0,0.0,0.0,0.0,12.198,0.0,0.0,0.0,0.0,
15,2014-03-18 18:00:00,1,7.0,1.0,1.0,0.328,6278.218000173576,9.0,0.0,304.0079999999999,2221.4049999999997,667.7750000000001,0.0,0.0,0.0,27.106,0.0,0.0,4.102,12.084,
16,2014-03-18 21:00:00,1,8.0,1.0,1.0,0.0683760683760684,361.9090003967284,0.0,0.0,70.91,204.561,37.373,0.0,0.0,0.0,13.052,0.0,0.0,0.0,34.681999999999995,
17,2014-03-19 09:00:00,2,8.0,-1.0,1.0,0.19811320754717,1824.1980004310603,0.0,0.0,40.687,1034.3929999999998,698.462,0.0,0.0,0.0,14.978000000000002,0.0,0.0,27.427,6.056,
18,2014-03-19 12:00:00,2,7.0,1.0,1.0,0.135593220338983,93.42900037765503,0.0,0.0,0.0,22.095,56.974000000000004,0.0,0.0,0.0,13.802,0.0,0.0,0.0,0.0,
